"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","P/M/S","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","丙胺酸(Ala)","乳糖","亞麻油酸(18:2)","修正熱量","其他脂肪酸","十七酸(17:0)","十三酸(13:0)","十九酸(19:0)","十五酸(15:0)","十八碳四烯酸(18:4)","半乳糖","反式脂肪","天門冬胺酸(Asp)","山酸(22:0)","己酸(6:0)","廿二碳五烯酸(22:5)","廿二碳六烯酸(22:6)","廿四酸(24:0)","廿碳五烯酸(20:5)","月桂酸(12:0)","果糖","棕櫚烯酸(16:1)","棕櫚酸(16:0)","次亞麻油酸(18:3)","水分","水解胺基酸總量","油酸(18:1)","灰分","熱量","甘胺酸(Gly)","甲硫胺酸(Met)","異白胺酸(Ile)","癸酸(10:0)","白胺酸(Leu)","硬脂酸(18:0)","磷","視網醇","視網醇當量(RE)","粗脂肪","粗蛋白","精胺酸(Arg)","糖質總量","組胺酸(His)","絲胺酸(Ser)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","總碳水化合物","纈胺酸(Val)","肉豆蔻烯酸(14:1)","肉豆蔻酸(14:0)","胱胺酸(Cys)","脂肪酸M總量","脂肪酸P總量","脂肪酸S總量","脯胺酸(Pro)","膳食纖維","膽固醇","色胺酸(Trp)","芥子酸(22:1)","花生油酸(20:4)","花生酸(20:0)","苯丙胺酸(Phe)","菸鹼素","葉酸","葡萄糖","蔗糖","辛酸(8:0)","酒精含量","酥胺酸(Thr)","酪胺酸(Tyr)","酪酸(4:0)","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵","離胺酸(Lys)","飽和脂肪","鱈烯酸(20:1)","麥芽糖","麩胺酸(Glu)"
"肉類","樣品平均值","I04042","清腿平均值","","","生,雞腿部位,去骨,混合均勻打碎",37.7,0,0.29,0.39,0,0,0,0.94,0.15,935,0,2112,157,0,14,0,10,3,39,0,0,1398,4,0,41,45,0,23,4,0,459,1867,129,72.9,15284,3220,0.8,157,900,443,693,0,1203,527,151,23,23,8.7,18.5,1089,0,426,565,75,0.1,0.64,0.19,0.21,2.6,0,0,0,0,1.38,0,0,0,0,728,0,77,522,3736,2463,2510,724,0,97,214,12,74,4,644,4.87,8.6,0,0,0,0,650,511,0,117,4,256,0,1.9,0,21,0.9,1288,2.5,45,0,2349
"肉類","樣品平均值","I04043","棒棒腿平均值","","","生,雞腿部位,去骨,混合均勻打碎",39.4,0,0.34,0.49,0,0,0,1.47,0.25,820,0,1897,151,55,4,0,0,3,0,0,30.29,1290,14,0,25,37,0,3,3,0,417,1691,116,73,13814,2980,0.8,151,714,407,646,0,1119,429,150,25,25,7.8,18.9,971,0,396,530,85,0.1,0.65,0.18,0.15,2.6,0,0,0,0,2.05,0,28.8,0,0,660,1,63,465,3487,2094,2215,610,0,66,222,60,17,9,586,4.68,7.4,0,0,0,0,600,478,0,139,5,245,0,2.2,0,20,1,1192,2.2,29,0,2108
"肉類","樣品基本資料","I0500101","太空鴨","","Whole duck without neck, wings ＆ feet","生,全鴨肉,去尾巴,去骨,混合均勻打碎",20.9,0,0.16,0.16,0,0,0,0.04,0,897,0,5138,319,0,34,0,0,16,0,0,0,1233,0,0,31,0,0,0,13,0,742,6943,179,57.3,14007,12338,0.7,319,904,355,608,8,1121,1913,156,25,25,27.8,16,934,0,354,539,84,0.25,0.64,0.29,0.33,2.2,0,0,0,0,0.2,0,0,0,0,633,0,165,798,13278,5428,9124,655,0,91,136,24,80,31,585,3.48,5,0,0,0,0,584,482,0,41,10,240,0,2.6,0,17,2.9,1163,9.1,174,0,2025
"肉類","樣品基本資料","I0504101","鴨腿","","Ducks: drumsticks","生,鴨腿部位,去骨,混合均勻打碎",18.9,0,0.02,0.03,0,0.01,0,0.04,0.01,769,0,4550,282,0,39,0,0,14,0,0,0,1176,0,0,35,0,0,0,10,0,579,5624,147,57.1,12851,11286,0.6,282,627,337,582,0,1068,1843,148,30,30,24.5,14.4,828,0,342,498,102,0.2,0.65,0.25,0.26,1.5,0,0,0,0,0.08,0,0,0,3.4,596,0,133,804,12036,4816,7682,501,0,76,129,18,85,20,545,2.87,7.7,0,0,0,0,567,458,0,48,6,243,0,3.2,0,16,2.3,1109,7.7,153,0,1916
"肉類","樣品基本資料","I0402301","帶骨帶皮對切胸(肉雞)","","Chicken: breast halves with ribs, feed","生,雞胸部位,含皮,去骨,混合均勻打碎",19.4,0,0.21,0.22,0,0,0,0.12,0,1044,0,3227,219,0,36,0,0,21,0,0,0,1680,0,0,70,45,0,19,47,0,679,3322,219,68.4,18687,6331,0.9,219,798,490,849,0,1490,929,178,76,76,15.1,19.3,1152,0,679,690,254,0.14,0.24,0.07,0.63,1,0,0,0,0,0.33,0,0,0,0,849,0,144,1711,7098,3624,4511,622,0,80,231,0,45,13,688,8.37,11.9,0,0,0,0,792,629,0,47,9,285,0,1.2,0,23,0.5,1580,4.5,88,0,2711
"豆類","樣品基本資料","H0750301","寬粉","寬條冬粉","","生,乾貨,混合均勻磨碎(綠豆澱粉,馬鈴薯澱粉等)",NA,0,0,0,0,0,0,0,0,0,0,37,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,12.3,0,32,0.5,349,0,0,0,0,0,8,72,0,0,0.1,0.1,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,86.9,0,0,0,0,34,40,53,0,1,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,4,26,45,0,0.1,0,7,1.4,0,0.1,1,0,0
"堅果及種子類","樣品基本資料","C1700101","帶殼花生(生鮮)","土豆,長生果,落花生","Peanut","生鮮,去殼,含膜,混合均勻打碎",36.6,0,3.15,3.36,0,0,0,2.15,0.07,588,0,7724,314,0,0,0,0,0,0,0,0,1730,1070,0,0,0,389,0,0,0.3,0,4101,16,43.7,13950,11948,1.6,331,817,66,477,0,927,1206,246,0,0,27.2,15.3,1675,1.7,423,675,0,0.94,0,0.1,0.37,7.6,0,0,0,0,5.37,0,0,0,12.2,611,0,0,164,12215,7740,7281,642,8.1,0,0,0,0,514,714,2.69,66,0.2,1.3,0,0,399,621,0,1,43,473,0,2.4,0,130,2,493,7.3,267,0,2930
"肉類","樣品基本資料","I0602101","鵝胸肉","","Goose: brcast halves without drummtte","生,鵝胸部位,去皮,混合均勻打碎",NA,0,0.19,0.19,0,0,0,0,0,1354,0,524,120,0,5,0,0,0,0,0,0,2021,0,0,0,0,0,0,4,0,68,518,29,73,20946,936,1.1,120,922,558,1035,0,1853,135,228,15,15,2.2,23.5,1364,0,728,813,50,0.12,1.36,0.34,0.66,0.9,0,0,0,0,0.19,0,0,0,0.2,1105,0,14,283,1005,553,677,799,0,89,218,0,0,0,1003,7.22,16,0,0,0,0,973,788,0,51,8,349,0,1.4,0,25,3.1,1845,0.7,0,0,3283
"肉類","樣品基本資料","I0604101","鵝腿肉","","Goose: whole legs","生,鵝腿部位,混合均勻打碎",NA,0,0.04,0.04,0,0,0,0.01,0,1407,0,940,130,10,5,0,0,0,0,0,0,1881,0,0,0,3,0,0,2,0,115,876,50,75.6,20251,1953,1,130,1706,482,868,0,1586,202,166,16,16,4.2,21.7,1433,0,592,779,54,0.09,1.65,0.31,0.48,0.7,0,0,0,0,0.05,0,0,0,0,961,2,19,241,2080,993,1106,1099,0,78,168,0,0,2,849,3.4,13.6,0,0,0,0,858,678,0,75,8,276,0,3.3,0,22,0.8,1614,1.1,9,0,3047
"蛋類","樣品基本資料","K0200101","鴨蛋","","Duck's egg","生,鴨全蛋,去殼,混合均質",12.5,0,1.55,1.63,0,0.02,0,0.67,0.01,498,0,1928,187,145,34,0,0,13,0,0,0,960,4,0,226,310,5,14,3,0,303,3544,136,71.2,10553,6079,1,187,350,448,457,0,963,902,236,293,293,14.4,13.1,597,0,250,818,978,0.24,2.24,0.52,0.21,0,0,0,0,0,2.26,0,0,0,0.2,599,5,78,215,6433,3213,4588,295,0,219,238,0,600,6,583,0,116.5,0,0,0,0,602,501,0,149,67,156,0.26,1.7,0,14,2.8,798,4.6,47,0,1382
"澱粉類","樣品基本資料","B0400501","金時地瓜","甘薯,番薯,甜薯,地瓜,田薯,土薯","Sweet potato","生鮮,紅皮黃肉,去皮,混合均勻打碎",11.7,0,0.53,0.53,0,0,0,0,0,74,0,66,134,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,25,0.9,0,177,16,65.7,1309,15,1.1,138,57,14,49,14,77,37,52,0,0,0.4,1.6,51,5.4,32,85,0,0.05,0,0.05,0.16,19.5,0,0,0,0,0.53,0,0,0,31.3,62,0,0,12,15,82,261,22,2.2,0,13,0,0,7,83,0.63,12,1,3,0,0,69,42,0,45,39,331,0.128,0.2,0,24,0.5,86,0.3,0,0.5,143
"澱粉類","樣品基本資料","B0400201","菱角牛奶地瓜","甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯","Sweet potato","生鮮,白皮白肉,去皮,混合均勻打碎",12.6,0,0.98,0.98,0,0,7,0,0,86,0,81,130,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,21,0.6,0,137,16,66.9,1578,28,1,133,72,19,67,8,101,26,49,0,1,0.3,1.9,70,4.8,33,92,11,0.05,0,0.06,0.17,10.5,0,0,0,0,0.98,0,0,0,29.9,89,0,6,16,28,97,205,35,1.6,0,13,0,0,7,98,0.81,19.5,0.9,2.7,0,0,84,59,0,85,17,354,0.144,0.2,0,21,0.6,98,0.2,0,0.5,171
"飲料類","樣品基本資料","O0700201","無糖咖啡飲料","","","罐裝,混合均勻",0,0,0,0,0,0,0,0,0,5,0,46,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,30,0,99,73,0,0.2,4,5,0,2,0,7,19,4,0,0,0.1,0.2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,0,1,0,46,49,0,0,0,1,0,0,0,4,1.43,0,0,0,0,0,2,2,0,16,2,60,0,0,0.031,5,0,1,0,0,0,30
"飲料類","樣品基本資料","O0100401","柳橙汁(100%)","","","冷藏產品,混合均勻",0,0,0.14,0.14,0,0,77,0,0,19,0,52,47,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,5,2.9,0,93,12,88.1,344,45,0.4,48,9,0,5,21,10,30,12,0,13,0.3,0.6,65,7.9,3,17,128,0.03,0,0,0,29.2,0,0,0,0,0.14,0,0,0,10.7,6,0,5,1,51,64,185,61,0.3,0,0,0,0,0,8,0,39.9,2.4,2.6,31,0,6,3,0,8,11,180,0.02,0,0.02,10,0,16,0.2,7,0,33
"飲料類","樣品基本資料","O0101301","蘋果汁(100%)","","","室溫產品,混合均勻",0,0,0.19,0.19,0,0,8,0,0,4,0,32,51,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,6.6,0,28,0,87.3,102,16,0.2,51,3,0,2,0,3,13,7,0,1,0.2,0.1,2,11.1,1,5,13,0,0,0,0,26.1,0,0,0,0,0.19,0,0,0,12.2,2,0,9,2,108,32,62,0,0.1,0,0,91,0,11,2,0,4.3,2.6,1.9,0,0,0,0,0,1,2,96,0.028,0,0.024,4,0,4,0.1,0,0,14
"水果類","樣品基本資料","D0400101","百香果","時計果,西番果,西番蓮,美里瓜","Passion fruit","生鮮,去皮,混合均勻打碎",32.2,0,0,0,40,0,950,0,0,0,0,1268,55,7,3,0,0,0,0,0,0,0,14,0,0,0,6,0,0,3.6,8,249,51,84,0,245,0.7,64,0,0,0,0,0,50,50,0,162,1.9,2.2,0,9.7,0,0,1617,0,0,0.1,0,32,0,0,0,0,0,0,0,0,11.2,0,0,3,0,257,1319,331,0,5.3,0,0,0,0,7,0,0.9,0,3.8,2.4,0,0,0,0,0,2,5,200,0,0.7,0,27,0.7,0,0.3,3,0,0
"加工調理食品及其他類","樣品基本資料","R4400101","台式泡菜","","","熟食,混合均勻打碎",0,0,0.11,0.11,0,0,119,0.01,0,42,0,52,57,11,0,0,0,0,0,0,0,73,4,0,0,0,7,0,0,2.3,0,86,64,84.4,582,21,1.3,59,25,1,18,0,30,17,16,0,20,0.3,0.9,49,11.2,14,32,198,0,0,0,0,11.3,0,0,0,0,0.12,51.71,0,0,13.1,27,21,10,9,43,116,129,32,0.8,0,0,0,0,7,19,0,10.8,2.7,6.1,0,0,23,11,0,330,25,132,0.015,0,0.09,9,0,36,0.1,1,0,142
"加工調理食品及其他類","樣品基本資料","R4400201","黃金泡菜","","","熟食,混合均勻打碎",0,0,0,0.38,0,0,747,3.55,0.67,102,0,2860,108,4,5,0,0,0,0,0,48.84,147,18,0,0,0,7,0,0,2.9,6,626,379,77.6,2092,1481,1.8,111,65,0,47,0,84,263,45,0,125,5.7,2.4,114,6.3,27,71,1245,0.04,0,0,0.08,2.3,0,0,0,0,4.22,65.48,1.18,1.38,12.5,64,0,5,14,1496,3239,948,43,1.7,0,0,0,0,23,55,0.6,13.4,2.6,0.8,0,0,55,37,0,497,44,248,0.056,0,0.162,16,0.6,74,0.9,9,0,1093
"加工調理食品及其他類","樣品基本資料","R0300301","壽司(豆皮壽司)","稻禾壽司","","熟食,混合均勻打碎",0,0,0.17,0.42,0,0.11,0,1.85,0.52,340,0,1859,193,1,5,0,0,0,0,0,26.97,768,18,0,0,0,7,0,0,1.7,7,480,367,56.2,6851,1793,1.1,194,309,25,304,0,567,170,61,0,0,4.7,6.3,521,8.4,161,361,0,0,0,0,0,0.2,0,0,0,0,2.64,8.82,0,0,31.7,359,0,7,76,1800,2226,700,356,0.7,0,76,0,0,13,359,0,0,0.9,5.7,0,0,249,286,0,276,17,46,0.092,1.1,0.411,28,0.9,369,0.7,0,0.1,1365
"乳品類","樣品基本資料","L0102108","全脂鮮乳(7月取樣)","牛乳,牛奶","Whole fresh milk","全脂(3.0-3.8%)鮮乳,混合均勻",0,0,0.06,0.06,0,0,3,0,0,107,4.4,133,65,24,24,0,0,40,0,0,93.55,237,3,70,2,0,2,1,113,0,59,1254,24,87.7,3167,968,0.7,65,61,37,152,95,325,416,78,44,44,3.7,3.7,109,4.4,81,170,151,0.03,0.33,0.14,0,0.5,0,0,0,0,0.06,0,1.65,0,4.2,193,34,385,22,1064,166,2451,309,0,14,0,2,6,5,148,0,9,0,0,43,0,128,158,0,32,133,142,0.005,0.5,0.002,9,0.1,257,2.5,1,0,674
"澱粉類","樣品基本資料","B0700202","馬鈴薯(2022年取樣)","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄","Potato; White potato; Irish potato","生鮮,黃皮種,去皮,混合均勻打碎",11.8,0,0.02,0.02,0,0,0,0,0,61,0,0,68,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0.1,0,0,0,81.9,1618,0,0.9,70,56,0,52,0,108,0,49,0,0,0,2.3,113,0.4,25,61,0,0.06,0,0,0,12.9,0,0,0,0,0.02,0,0,0,14.9,79,0,0,12,0,0,0,52,1.2,0,11,0,0,0,63,1.72,7,0.2,0.1,0,0,57,52,0,2,10,431,0.109,0.4,0.143,25,0.6,88,0,0,0,375
"調味料及香辛料類","樣品基本資料","P1500601","酵母粉","","Yeast powder","混合均勻打碎",NA,0,0,0,0,0,7,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,7.4,347,0,0,0,0,0,0,1477,0,1,0,46.3,0,0,0,0,12,0.36,0,27.2,0.21,0.5,0,0,0,0,0,0,0,0,40.4,0,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,140,119,1770,0,6.3,0,123,7.8,0,0,0,0,0
"調味料及香辛料類","樣品基本資料","P0101001","洋蔥粉","","","混合均勻打碎(洋蔥,鹽等)",NA,0,0.27,0.27,0,0,0,0.01,0,164,0,425,335,0,0,0,0,0,0,0,0,386,74,0,0,0,76,0,0,0.6,0,525,47,4.8,5807,507,3.2,357,254,47,111,0,170,84,299,0,0,1.8,8.1,1351,3.2,123,309,0,0.31,0,0.1,0.64,0,0,0,0,0,0.28,0,0,0,82.1,129,0,0,75,553,471,824,55,11.2,0,90,0,0,65,255,0.71,29,0.2,2.3,0,0,132,128,0,34,264,1022,0,2.1,0,102,4.2,406,0.8,46,0,1624
"穀物類","樣品基本資料","A0320702","雜糧高筋麵粉","","","生,混合均勻(高筋麵粉,麩皮,葵花籽,燕麥,玉米,大麥,米粉,小米,亞麻籽,蕎麥,香菜籽等)",NA,0,0.63,0.91,0,0.3,1,1.33,0,405,0,1405,350,44,0,0,0,0,0,0,0,554,12,0,0,0,10,0,0,0.1,0,713,73,12.4,12437,428,0.9,360,481,0,397,0,867,40,191,0,0,2.8,14.3,482,1.1,264,633,2,0.33,0,0.04,0.12,9.5,0,0,0,0,2.25,0,0,0,69.6,476,0,0,252,445,1478,787,1376,5.3,0,151,0,0,11,619,2.63,61.4,0.2,0.3,0,0,360,399,0,2,24,218,0.022,1.7,0,65,1.9,306,0.8,17,0.4,4417
"肉類","樣品基本資料","I0210101","綿羊肉切片","","Mutton","生,綿羊,冷凍切片,混合均勻打碎",NA,0,0.06,0.06,0,0,0,0,0,1097,0,354,198,0,218,0,0,0,0,0,0,1651,0,0,35,8,0,33,0,0,230,2704,212,67.8,17416,5252,0.9,198,958,495,690,0,1412,3250,117,14,14,13,18.8,1260,0,543,740,47,0.09,1.6,0.27,0.09,0,0,0,0,0,0.06,0,0,0,0,783,0,407,348,5779,641,6599,849,0,24,199,26,0,20,740,3.1,0,0,0,0,0,827,610,0,73,1,327,0,1.2,0,14,0.6,1517,6.6,270,0,2697
"魚貝類","樣品平均值","J04031","鯔平均值(去皮)","烏(鯔/信/聖)魚,青頭仔(幼魚),奇目仔(成魚),正(大)烏,正(回)頭烏,日本鯔","Common mullet; Flathead mullet; Grey mullet; Striped mullet","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(不含魚卵)",51,0,1.03,1.03,0,0,0,0.05,0.01,1218,0,1285,152,16,21,0,2,29,57,0,0,1947,5,0,126,204,2,172,11,0,722,1767,225,70.9,19180,1794,1.1,152,970,566,922,0,1620,196,218,5,5,7.1,20.6,1183,0,843,807,17,0.01,3.81,0.11,0.32,2.1,0,0,0,0,1.09,0,0,0,0.3,988,1,285,177,2632,2156,2334,668,0,68,233,33,86,16,797,5.61,13.7,0,0,0,0,881,716,0,50,9,377,0,0.5,0,29,1.3,1677,2.3,81,0,2968
"蔬菜類","樣品基本資料","E3201202","土植青江菜(3月取樣)","青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜","Chinese Mustard","生鮮,青江菜,混合均勻打碎",NA,0,0.41,0.41,0,0,1000,0.03,0,0,0,14,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,50,52,96.4,0,12,0.9,11,0,0,0,0,0,8,38,0,167,0.2,0.4,0,0.4,0,0,1667,0.04,0,0.08,0.1,24.2,0,0,0,0,0.43,0,0,0,2.3,0,0,2,0,14,67,73,0,2.1,0,0,0,0,2,0,0.41,64.9,0.4,0,2,0,0,0,0,63,81,222,0,0.3,0,17,0.8,0,0.1,2,0,0
"穀物類","樣品基本資料","A0500208","粳米(高雄142號)","蓬萊米,圓米","Short grain rice","生,白粳米,混合均勻磨碎",NA,0,0.16,0.17,0,0.01,0,0.03,0,381,0,0,352,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,14.3,6894,0,0.4,353,306,134,268,0,559,0,49,0,0,0.6,7,597,0,181,342,0,0.1,0,0.03,0.02,0,0,0,0,0,0.2,0,0,0,77.7,407,0,0,413,0,0,0,319,0.2,0,0,0,0,0,352,0.7,3,0,0,0,0,240,326,0,4,6,74,0,1.4,0,19,0.2,235,0,0,0,1206
"水果類","樣品基本資料","D0200104","木瓜(11月取樣)","番木瓜,番瓜","Papaya; Pawpaw","生鮮,去皮及籽,混合均勻打碎",20.7,0,0.08,0.1,0,0.03,235,0.07,0.01,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0.3,44,0,0,0,0,0,0,13,0,39,0.1,0.4,0,0,0,0,391,0.04,0,0.03,0.03,61.9,0,0,0,0,0.2,0,0,0,11.8,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,5,13,146,0,0.2,0,15,0.5,0,0,0,0,0
"水果類","樣品基本資料","D1900101","華寶大西瓜(花蓮)","水瓜,寒瓜,夏瓜","Watermelon","生鮮,紅肉大瓜,長球型,淡綠色皮,去皮及籽,混合均勻打碎",37.3,0,0.05,0.05,0,0.01,228,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,90.6,0,0,0.2,33,0,0,0,0,0,0,11,0,38,0.1,0.7,0,7.8,0,0,379,0.05,0,0.03,0.04,7.9,0,0,0,0,0.06,0,0,0,8.4,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.19,0,1.1,4.2,0,0,0,0,0,1,17,116,0,0.5,0,10,0.3,0,0,0,0,0
"水果類","樣品基本資料","D1600101","楊桃(2月取樣)","羊桃,洋桃,陽桃,五稜子,五斂子","Star fruit; Carambola","生鮮,去陵線及籽,混合均勻打碎",11.9,0,0.12,0.15,0,0.05,0,0.06,0.02,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,0,0,0.3,29,0,0,0,0,0,0,9,0,0,0.1,0.4,0,0,0,0,0,0.02,0,0.03,0.03,43,0,0,0,0,0.24,0,0,0,7.6,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,2,136,0,0.5,0,4,0.2,0,0,0,0,0
"水果類","樣品基本資料","D1600103","楊桃(5月取樣)","羊桃,洋桃,陽桃,五稜子,五斂子","Star fruit; Carambola","生鮮,去陵線及籽,混合均勻打碎",10,0,0.07,0.11,0,0.07,0,0.02,0.01,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2,0,0,0.3,34,0,0,0,0,0,0,10,0,0,0.1,0.6,0,0,0,0,0,0.03,0,0.03,0.07,36.5,0,0,0,0,0.17,0,0,0,8.7,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,2,171,0,0.2,0,6,0,0,0,0,0,0
"水果類","樣品基本資料","D1600105","楊桃(11月取樣)","羊桃,洋桃,陽桃,五稜子,五斂子","Star fruit; Carambola","生鮮,去陵線及籽,混合均勻打碎",9.6,0,0.06,0.07,0,0.02,56,0,0.01,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,0,0,0.3,31,0,0,0,0,0,0,8,0,9,0,0.4,0,0,0,0,93,0.03,0,0.03,0.02,32.3,0,0,0,0,0.09,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,1,151,0,0.3,0,6,0.3,0,0,0,0,0
"水果類","樣品基本資料","D1300101","桑葚","桑果,桑葚兒","Mulberry","橢圓型果,去蒂頭,混合均勻打碎",4.3,0,0.39,0.56,0,0.09,32,1.11,0.36,0,0,159,30,0,1,0,0,1,0,0,0,0,7,0,0,0,5,0,2,2,4,126,25,91,0,20,0.5,32,0,0,0,0,0,10,24,0,5,0.4,1.1,0,3.8,0,0,54,0.03,0,0.08,0.04,9.2,0,0,0,0,1.95,0,0,0,7,0,0,5,0,24,184,160,0,1.3,0,0,0,0,3,0,0.85,0,1.8,0,0,0,0,0,0,1,41,180,0,0.2,0,11,0.4,0,0.2,0,0,0
"水果類","樣品基本資料","D1330101","桑葚汁","桑果,桑葚兒","Mulberry juice","橢圓型果,混合均勻打碎,再以砂布濾取果汁",48.3,0,0.38,0.43,0,0.05,30,0.16,0.07,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,92.7,0,0,0.4,25,0,0,0,0,0,0,16,0,5,0.2,0.8,0,3.8,0,0,50,0.02,0,0.05,0.03,8.6,0,0,0,0,0.66,0,0,0,5.9,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.94,0,1.8,0,0,0,0,0,0,0,27,141,0,0.3,0,10,0,0,0,0,0,0
"水果類","樣品基本資料","D0900201","酪梨(室溫存放0天)","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果","Avocado; Aligator-pear; Avocado pear","生鮮,綠皮,室溫存放0天,去皮及籽,混合均勻打碎",30.8,0,0.91,1.12,0,0.41,85,0.07,0,0,0,1013,73,6,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0.2,698,1615,89,85,0,2417,0.5,80,0,0,0,3,0,38,28,0,14,5.9,1.5,0,0.3,0,0,142,0.06,0,0.18,0.39,20.2,0,0,0,0,1.39,0,0,0,7.1,0,0,4,0,3127,1102,1676,0,4.2,0,0,0,0,7,0,1.1,0,0.2,0,0,0,0,0,0,0,3,291,0,0.5,0,20,0,0,1.7,12,0,0
"蔬菜類","樣品基本資料","E7400601","金女小番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果","Tomato","生鮮,橙色系小果,去蒂頭,混合均勻打碎",NA,0,1.11,1.67,0,1.01,0,0.53,0.05,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,90.8,0,0,1.4,30,0,0,0,0,0,0,18,0,0,0.1,1.1,0,4.9,0,0,0,0.07,0,0.03,0.19,31.9,0,0,0,0,2.7,0,0,0,6.6,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.35,0,2.3,0,0,0,0,0,0,4,14,283,0,0.2,0,12,0,0,0,0,0,0
"蔬菜類","樣品基本資料","E7400401","聖女小番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果","Tomato","生鮮,紅色系小果,去蒂頭,混合均勻打碎",0.7,0,0.8,0.83,0,0,3658,0.33,0.02,0,0,36,31,8,0,0,0,0,0,0,0,0,19,0,0,0,22,0,0,2.7,13,184,21,91,0,106,0.5,34,0,0,0,0,0,26,26,0,610,0.5,1.1,0,5.1,0,0,6097,0.04,0,0.04,0.14,49.9,0,0,0,0,1.15,2.62,0,0,6.9,0,0,9,0,133,57,273,0,1.5,0,0,0,0,15,0,0.59,0,2.4,0,0,0,0,0,0,10,16,200,0,0.2,0,10,0.5,0,0.3,13,0,0
"魚貝類","樣品基本資料","J0415701","鰈魚切片","大比目魚(扁鱈)","","生,去皮及骨刺,混合均勻打碎",27,0,1.56,1.56,0,0.01,0,0,0,611,0,190,201,221,64,0,0,33,44,0,0,1080,2,0,135,607,0,821,5,0,2088,2165,97,70.2,10515,3934,1,201,485,370,448,0,844,353,166,21,21,16.1,13.2,699,0,321,485,70,0.05,0.9,0.05,0.09,1,0,0,0,0,1.56,0,0,0,0,531,15,833,137,10545,1961,3479,389,0,60,133,1703,67,23,397,1.06,5.4,0,0,0,0,496,391,0,80,17,286,0,0.5,0,24,0.4,1015,3.5,2806,0,1683
