"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","磷","視網醇","視網醇當量(RE)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","菸鹼素","葉酸","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵"
"穀物類","樣品基本資料","A0400201","紫玉米","","Corn; Maize","生鮮,取玉米粒, 混合均勻打碎",47.2,0.13,0.2,0,0.05,0,0.45,0.08,139,0,0,0,0.17,0,0.09,0.34,4.3,0,0,0,0,0.71,0,0,0,1.27,11,1,5,253,0,1,0,10,1
"加工調理食品及其他類","樣品基本資料","R2200901","冷凍素食熟水餃","","Dumpling: vegetarian, cooked","冷凍包裝,混合均勻打碎(素肉,麵粉,蔬菜等)",0,0.19,0.41,18,0.19,35,1.02,0.62,68,0,7,73,0.08,0,0.04,0.15,0,0,0,0,0,2.02,0,0,0,0.53,23.4,491,15,167,0,0.4,0,22,0.8
"魚貝類","樣品基本資料","J0705101","鮟鱇魚肝","","Blackmouth angler liver","生,取魚肝,混合均勻打碎",NA,0.43,0.43,0,0,0,0,0,115,4120,4120,13735,0.07,49.42,0.32,0.1,0.7,0,0,0,0,0.43,0,0,0,1.6,112,188,13,169,0,3,0,24,1.8
"蛋類","樣品基本資料","K0120602","雞滷蛋白(浸泡隔夜)","","Hen's egg white: stewed","熟,將水煮蛋加醬油與一次水各2L,以小火煮約2小時,以原滷液浸泡隔夜,撈出瀝乾,取蛋白均質",NA,0.02,0.02,0,0,0,0,0,67,0,0,0,0.03,0.15,0.53,0.12,0,0,0,0,0,0.02,0,0,0,0.56,0,1966,14,228,0,0.9,0,28,1.2
"乳品類","樣品基本資料","L0102106","全脂鮮乳(11月取樣)","牛乳,牛奶","Whole fresh milk","全脂(3.0-3.8%)鮮乳,混合均勻",NA,0.07,0.08,0,0,0,0.01,0,95,39,39,130,0.04,0.12,0.18,0.01,0.1,0,0,0,0,0.08,0,0,0,0.13,0.3,47,110,163,0,0.5,0,13,0.1
"乳品類","樣品基本資料","L0217401","脫脂強化奶粉(鈣&鐵強化)","乳粉","Skimmed fortified milk powder: calcium & iron enriched","脫脂(<1.5%)強化奶粉,混合均勻(脫脂奶粉,維生素,礦物質等)",NA,3.71,3.71,0,0,0,0,0,695,889,889,2962,0.47,2.95,2.71,0.31,93.6,0,0,0,0,3.71,0,0,0,0.05,2.9,416,1894,1775,0,4,0,124,7.8
"乳品類","樣品基本資料","L1100101","高脂鮮羊乳","羊奶","Whole fresh goat milk","高脂(≧3.8%)鮮羊乳,混合均勻",NA,0.05,0.05,0,0,0,0.01,0,88,43,43,143,0.05,0.03,0.18,0.06,0,0,0,0,0,0.06,0,0,0,0.12,0.6,37,110,183,0,0.4,0,14,0.1
"菇類","樣品基本資料","G2310101","乾猴頭菇","猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑","","生,乾貨,混合均勻打碎",0,0,0,0,0,0,0,0,863,0,0,0,0.23,0,1.25,0.68,0,0,0,0,0,0,0,0,0,7.92,50.8,3,6,3672,0,5.2,0,97,11.3
"加工調理食品及其他類","樣品基本資料","R2301201","冷凍素菜包子","","Vegetable bun","冷凍包裝,混合均勻打碎(麵粉,蔬菜等)",0,0.39,0.6,65,0.13,138,1.26,0.54,304,0,28,284,0.1,0,0.11,0.04,0.5,0,0,0,0,2.32,0,0,0,0.8,0,244,28,100,0,0.6,0,19,0.6
"加工調理食品及其他類","樣品基本資料","R2300601","冷凍蓮蓉包","","Lotus seed paste bun","冷凍包裝,混合均勻打碎",NA,0.45,0.75,0,0.15,12,2.08,0.62,142,0,2,20,0.04,0,0.07,0.02,0.4,0,0,0,0,3.3,0,0,0,0.5,0,82,24,67,0,0.5,0,18,0.7
"菇類","樣品基本資料","G9000301","喜來菇","","","生鮮,混合均勻打碎",0,0,0,0,0,0,0,0,135,0,0,0,0.14,0.28,0.32,0.26,0,0,0,0,0,0,0,0,0,6.67,31.4,1,1,362,0,1.2,0,18,0.8
"肉類","樣品基本資料","I0306101","豬小里肌","腰內肉","Tenderloin","生,豬小里肌部位,混合均勻打碎",NA,0.33,0.34,0,0,0,0.03,0,201,3,3,9,1.2,0.84,0.25,0.47,0.3,0,0,0,0,0.36,0,0,0,4.13,1.6,46,4,386,0.003,2.2,0,23,1.4
"加工調理食品及其他類","樣品基本資料","R6900101","香筍鮪魚罐頭","","","熟食,混合均勻打碎(鮪魚,金筍等)",0,2.21,2.93,0,0.19,110,5.93,0.93,94,2,20,190,0.04,1.96,0.07,0.23,0,0,0,0,0,9.26,0,0,0,2.3,0,588,13,136,0,0.5,0,15,1.2
"加工調理食品及其他類","樣品基本資料","R2201401","豬肉鍋貼","","","熟食,混合均勻打碎",NA,0.24,0.39,0,0.06,0,1.05,0.4,61,3,3,10,0.1,0.1,0.04,0.08,0,0,0,0,0,1.75,0,0,0,1.3,5,314,9,116,0,0.7,0,15,0.7
"豆類","樣品基本資料","H0750101","高纖胚芽冬粉","粉絲","Bean thread: green bean w/ germ","生,乾貨,混合均勻打碎(純綠豆,綠豆胚芽及外皮)",NA,0.04,0.05,0,0.01,0,0.02,0,25,0,0,0,0.02,0,0.01,0.02,7.8,0,0,0,0,0.07,0,0,0,0,0,2,10,3,0,0.1,0,6,0.5
"魚貝類","樣品基本資料","J0800301","香魚片","","Dried sweetfish","生,乾貨,混合均勻打碎",NA,0.36,0.36,0,0,0,0,0,165,1,1,2,0.02,1.81,0.02,0.06,0,0,0,0,0,0.36,0,0,0,5.38,10,1239,55,340,0,1.2,0,48,1.5
"魚貝類","樣品基本資料","J2101401","大管鞭蝦","憂鬱管鞭蝦,大頭紅蝦,大頭蝦,紅中蝦,蔥頭蝦","Big head prawn","生,去殼,去頭尾及腸泥,混合均勻打碎",59.7,2.14,2.14,0,0,0,0,0,188,1,1,2,0.03,3.82,0.08,0.04,2.2,0,0,0,0,2.14,0,0,0,1.69,5,270,37,354,0,1.6,0,47,3.9
"魚貝類","樣品基本資料","J3500801","香螺","小天狗剌螺,雪螺","Melon conchs; Swamp Conchs; Whelks","生,去殼,混合均勻打碎",82.7,0.33,0.33,0,0,0,0,0,116,0,0,0,0.03,19.51,0.58,0.09,0.3,0,0,0,0,0.33,0,0,0,1.16,12.2,166,91,113,0,1.5,0,235,3.1
"魚貝類","樣品基本資料","J2100801","日本對蝦(大)","斑節蝦,雷公蝦,明蝦,九節蝦","Japanese king prawn; Japanese tiger prawn; Kuruma prawn; Striped prawn","生,去殼,去頭尾,混合均勻打碎",44.4,1.58,1.58,0,0.01,0,0.02,0.01,314,1,1,4,0.06,3.83,0.05,0.24,1.3,0,0,0,0,1.61,0,0,0,4.45,7.8,255,62,378,0,1.8,0,54,1.4
"豆類","樣品基本資料","H0750201","冬粉","粉絲","Mung bean thread; Water flour","生,乾貨,混合均勻打碎(綠豆,澱粉,水等)",NA,0,0,0,0,0,0,0,43,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.14,0,10,2,13,0,0.1,0,6,1.9
"肉類","樣品基本資料","I0404403","雞排(肉雞)(2021年取樣)","","","生,雞腿部位,去骨,混合均勻打碎",28.8,0.83,0.87,0,0.01,0,0.32,0.01,176,51,51,171,0.04,0.57,0.15,0.27,0,0,0,0,0,1.18,0,45.62,0,4.34,5.4,94,9,334,0.05,1.8,0.019,27,0.7
"水果類","樣品基本資料","D3830102","萊姆汁","無子檸檬","Lime","生鮮,榨汁混合均勻",47.1,0.15,0.16,0,0.01,1,0,0,13,0,0,2,0.02,0,0.01,0.03,15,0,0,0,0,0.16,0,0,0,0.14,13.2,0,11,108,0.022,0.2,0,8,0.1
"澱粉類","樣品基本資料","B1000301","菱角(熟)","菱,芰,龍角,羊家,紅菱","Water singharnut; Water caltrops; Water chestnut","熟,去殼,混合均勻打碎",54,1.36,2.08,0,0.29,2,5.65,0.47,179,0,0,4,0.22,0,0.05,0.24,18.2,0,0,0,0,7.77,0,0,0,3.64,16.1,16,11,426,0,1.3,0,33,1.3
"水果類","樣品基本資料","D0900401","酪梨(室溫存放6天)","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果","Avocado; Aligator-pear; Avocado pear","生鮮,紅皮,室溫存放6天,去皮及籽,混合均勻打碎",23.5,1.28,1.54,0,0.51,48,0.08,0,38,0,8,79,0.06,0,0.17,0.4,5.1,0,0,0,0,1.87,0,0,0,2.31,0,1,4,385,0,0.6,0,24,0
"水果類","樣品基本資料","D2700301","牛心柿","柿子,柹,香柿(水柿,浸柿,硬柿,脆柿)","Persimmon","生鮮,脆澀柿,去皮,去蒂,混合均勻打碎",10.1,0.15,0.15,46,0,283,0,0,14,0,51,510,0.03,0,0,0.06,33.7,0,0,0,0,0.15,0,0,0,0.24,0,3,9,159,0,0.2,0,8,0.2
"魚貝類","樣品基本資料","J2300101","蝦皮","","Small shrimp shell","生,乾貨,混合均勻打碎",NA,0.73,0.75,0,0.02,0,0.04,0.04,670,0,0,0,0.02,2.43,0.07,0.17,0,0,0,0,0,0.83,0,0,0,3.7,0,4273,1381,468,0,1.7,0,283,6.3
"魚貝類","樣品基本資料","J0406601","海鱺","海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)","Runner; Prodigal son; Sergeant fish; Sergeantfish; Crabeater; Black salmon; Cubby yew; Cabio; Black king fish; Cobia; Black kingfish; Cod; Kingfish","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",50.2,0.32,0.32,0,0,0,0,0,227,4,4,13,0.12,0.79,0.1,0.09,0.6,0,0,0,0,0.32,0,0,0,5.3,0,131,6,323,0,0.5,0,31,0.3
"蔬菜類","樣品基本資料","E0900101","球莖甘藍","大頭菜,結頭菜,芥頭,菜菜鵠,菜叩,莖藍,蕪菁蕓苔","Kohlrabi","生鮮,去皮,混合均勻打碎",27.4,0.04,0.04,0,0,0,0.01,0,38,0,0,0,0.03,0,0.01,0.14,52.7,0,0,0,0,0.05,0,0,0,0.29,30.2,18,23,260,0.024,0.3,0,10,0.2
"蔬菜類","樣品基本資料","E1900101","嫩薑","薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑","Ginger","生鮮,混合均勻打碎",NA,0,0,0,0,20,0,0,22,0,3,33,0,0,0.01,0,11,0,0,0,0,0,0,0,0,1.03,0,12,14,270,0,0.2,0,15,0.3
"蔬菜類","樣品基本資料","E1900103","老薑","薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑","Ginger","生鮮,混合均勻打碎",10,1.05,1.16,0,0.01,31,1.02,0.01,17,0,5,51,0.02,0,0.03,0.1,2.9,0,0,0,0,2.08,0,0,0,0.49,45,4,21,304,0.015,0.5,0,33,2
"魚貝類","樣品基本資料","J3501301","鮑魚","鰒魚;石決明;石決明貝","Abalone; Ear-shell; Ormer; Sea ear","生,混合均勻打碎",NA,0.43,0.43,0,0,0,0,0,96,0,0,1,0.01,2.71,0.15,0.05,1.2,0,0,0,0,0.43,0,0,0,0.8,8,199,34,243,0,1.5,0,139,0.5
"魚貝類","樣品基本資料","J0411201","鱗鰭叫姑魚","春子,油口/臭肚仔/金線加網(澎湖)","Croaker","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",48,0.22,0.22,0,0,0,0,0,268,8,8,27,0.06,1.44,0.12,0.05,0,0,0,0,0,0.22,0,0,0,0.8,2,78,80,341,0,0.5,0,33,0.6
"蔬菜類","樣品基本資料","E3201204","土植青江菜(7月取樣)","青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜","Chinese Mustard","生鮮,青江菜,混合均勻打碎",16,0.18,0.18,0,0,936,0.01,0,31,0,156,1560,0.04,0,0.06,0.22,24.7,0,0,0,0,0.19,0,0,0,0.55,0,92,95,108,0,0.3,0,13,0.8
"蔬菜類","樣品基本資料","E3201304","水植青江菜(10月取樣)","青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜","Chinese Mustard","生鮮,青江菜,混合均勻打碎",NA,0.54,0.57,0,0.06,335,0.03,0,33,0,56,559,0.05,0,0.1,0.08,35,0,0,0,0,0.63,0,0,0,0.6,0,14,104,308,0,0.5,0,36,1.3
"蔬菜類","樣品基本資料","E3201301","水植青江菜(1月取樣)","青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜","Chinese Mustard","生鮮,青江菜,混合均勻打碎",NA,0.33,0.33,0,0,642,0.03,0,31,0,107,1070,0.03,0,0.04,0.07,19.7,0,0,0,0,0.36,0,0,0,0.62,0,6,67,200,0,0.2,0,25,1.7
"蔬菜類","樣品基本資料","E3300101","煙台白菜","大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜(包頭蓮)","Chinese cabbage,","生鮮,結球白菜,長卵圓形,混合均勻打碎",NA,0.09,0.1,0,0.01,55,0,0,28,0,9,92,0.02,0,0.03,0.07,18,0,0,0,0,0.1,0,0,0,0.39,0,30,34,119,0,0.3,0,8,0.3
"蔬菜類","樣品基本資料","E3200101","蚵仔白菜","白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,尼龍白菜,皺(碎/曲)葉白菜,皺葉中蕓苔","Chinese mustard; Chinese cabbage","生鮮,不結球白菜,去蒂頭,混合均勻打碎",NA,0,0,2950,0,300,0,0,35,0,296,2958,0.02,0,0.03,0.03,6,0,0,0,0,0,0,0,0,0.3,0,25,28,340,0,0.2,0,13,1.5
"蔬菜類","樣品基本資料","E5300304","水植本島萵苣(10月取樣)","葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣","Lettuce;","生鮮,本島萵苣,混合均勻打碎",NA,0.23,0.3,0,0.09,342,0.22,0,34,0,57,569,0.03,0,0.08,0.04,3.3,0,0,0,0,0.54,0,0,0,0.33,0,3,32,406,0,0.2,0,18,0.8
"蔬菜類","樣品基本資料","E5300404","有機本島萵苣(10月取樣)","葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣","Lettuce:organic","生鮮,本島萵苣,混合均勻打碎",NA,0.31,0.38,0,0.1,197,0.23,0,25,0,33,328,0.05,0,0.11,0.06,6.5,0,0,0,0,0.64,0,0,0,0.43,0,9,43,301,0,0.3,0,18,0.6
"穀物類","樣品基本資料","A0520201","秈米粉","在來米粉","Long-grain rice powder","生,混合均勻(水磨在來米粉)",NA,0,0,0,0,1,0,0,55,0,0,2,0.01,0,0.03,0.11,0,0,0,0,0,0,0,0,0,0.11,53.6,10,12,15,0,0.6,0,20,0.5
"蛋類","樣品基本資料","K0200101","鴨蛋","","Duck's egg","生,鴨全蛋,去殼,混合均質",12.5,1.55,1.63,0,0.02,0,0.67,0.01,236,293,293,978,0.24,2.24,0.52,0.21,0,0,0,0,0,2.26,0,0,0,0,116.5,149,67,156,0.26,1.7,0,14,2.8
"魚貝類","樣品基本資料","J0200401","鯊魚煙","","","熟食,混合均勻打碎",0,0.68,0.68,0,0,0,0,0,128,12,12,39,0.03,0.7,0,0,0.2,0,0.94,37.72,0.94,0.68,0,0,0,2.67,7.8,258,10,186,0.023,0.7,0.005,17,0
"加工調理食品及其他類","樣品基本資料","R4100101","芋圓","","","生,混合均勻打碎",0,0.32,0.32,0,0,3,0,0,25,0,0,5,0.04,0,0,0,0,0,0,0,0,0.32,1.26,0,0,0,10.4,2,29,183,0.062,1,0.412,12,3
"肉類","樣品基本資料","I0500101","太空鴨","","Whole duck without neck, wings ＆ feet","生,全鴨肉,去尾巴,去骨,混合均勻打碎",20.9,0.16,0.16,0,0,0,0.04,0,156,25,25,84,0.25,0.64,0.29,0.33,2.2,0,0,0,0,0.2,0,0,0,3.48,5,41,10,240,0,2.6,0,17,2.9
"肉類","樣品基本資料","I0100103","無骨牛小排(美牛)","","","生,牛肋脊部位,冷藏,混合均勻打碎",0,0.33,0.34,0,0,4,0.05,0,111,9,10,36,0.05,2.67,0,0.12,1,0,4.88,195.2,4.88,0.39,0,21.32,0,2,6.8,53,26,218,0.047,6.3,0.007,13,2.1
"水果類","樣品基本資料","D1900301","無子西瓜","水瓜,寒瓜,夏瓜","Watermelon","生鮮,無子西瓜,去皮,混合均勻打碎",31.1,0.03,0.03,0,0,367,0.01,0.04,23,0,61,612,0.05,0,0.03,0.04,7.9,0,0,0,0,0.07,0,0,0,0.24,0,1,15,150,0,0.4,0,16,0.3
"蔬菜類","樣品基本資料","E3400101","白鳳菜","白蓊菜","Edible Gynura","生鮮,去粗梗,混合均勻打碎",NA,0,0,0,0,3440,0,0,42,0,573,5733,0.06,0,0.85,0.03,24.5,0,0,0,0,0,0,0,0,0.76,0,28,82,380,0,0.4,0,41,1.3
"蔬菜類","樣品基本資料","E4700101","隼人瓜苗","隼人瓜鬚,佛手瓜苗(鬚),香櫞瓜苗(鬚),梨瓜苗(鬚),番瓜鬚(龍鬚菜是誤用)","","生鮮,混合均勻打碎",22.1,0.25,0.28,50,0,976,0.28,0.09,70,0,167,1667,0.06,0,0.14,0.13,11.2,0,0,0,0,0.62,0,0,0,0.81,0,3,43,220,0,0.7,0,22,1.4
"蔬菜類","樣品基本資料","E7000101","蒲瓜(長形)","扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆","#NAME?","生鮮,去皮,混合均勻打碎",19.4,0.01,0.01,0,0,40,0,0,14,0,7,67,0.03,0,0.02,0.01,10.7,0,0,0,0,0.01,0,0,0,0.28,0,2,17,111,0,0.2,0,7,0.2
"魚貝類","樣品基本資料","J0414807","鯖魚(烤,210度,10分)","","Mackerel","熟,去鱗,含皮,去骨刺及內臟,以210℃烤10分鐘",NA,1.13,1.13,0,0,0,0.02,0,256,170,170,566,0.22,13.88,0.36,0.38,0,0,0,0,0,1.15,0,0,0,8.24,5,74,7,358,0,0.8,0,31,1.7
"魚貝類","樣品基本資料","J0407401","泰勃圓鰺","硬尾","Redtail scad; Robin; Scad; Round robin; Roughear scad; Jack; Kingston; Greater Kingston","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",57.1,1.03,1.03,0,0,0,0,0,367,9,9,30,0.24,13.15,0.41,0.59,0.7,0,0,0,0,1.03,0,0,0,7.25,3,62,5,385,0,0.8,0,31,2.9
"飲料類","樣品基本資料","O0900501","米漿粉","","Rice milk powder","熟,沖泡即食,混合均勻磨碎(花生,糖,糯米,芝麻,胚芽等)",NA,0,0,0,0,0,0,0,121,0,0,0,0.03,0,0.03,0.12,2.3,0,0,0,0,0,0,0,0,2.53,59.9,3,9,165,0,1.4,0,66,2.6
"魚貝類","樣品基本資料","J2100101","羅氏沼蝦","泰國蝦,泰國長臂大蝦,淡水長臂大蝦","Giant river shrimp (prawn)","生,去殼,去頭尾及腸泥,混合均勻打碎",66.4,1.84,1.87,0,0,0,0.25,0,273,3,3,9,0.01,3.08,0.05,0.31,1.6,0,0,0,0,2.09,0,0,0,2.72,6.1,104,27,328,0,1.4,0,34,0.5
"魚貝類","樣品基本資料","J0400101","魟魚","","Stingray","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",65.8,0.4,0.41,0,0.02,0,0.03,0.02,268,1,1,5,0.99,1.42,0.05,0.46,1.2,0,0,0,0,0.47,0,0,0,3.37,34.4,168,4,324,0,0.4,0,27,0.8
"魚貝類","樣品基本資料","J0413701","鱗網帶鰆(含皮)","油魚,細鱗仔,玉梭魚,白玉豚","Escolar","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",39.9,3.69,3.69,0,0,0,0,0,230,2507,2507,8358,0.06,1.28,0.04,0.47,0.8,0,0,0,0,3.69,0,0,0,10,0,31,2,286,0,0.5,0,29,0.4
"調味料及香辛料類","樣品基本資料","P1300401","葡萄果醬","","Jam: grape","麵包醬,混合均勻",NA,0,0,0,0,0,0,0,35,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.52,0,52,6,12,0,0.1,0,3,0.6
"調味料及香辛料類","樣品基本資料","P1004501","香椿醬","","","混合均勻打碎(香椿,香菇,糖,豆辮粒,芝麻,番茄醬,花瓜,麻油,沙拉油,胡椒粉,鹽等)",NA,9.24,13.83,0,5.2,1453,19.52,1.6,120,0,242,2421,0.02,0,0.19,0.15,0,0,0,0,0,35.55,0,0,0,0.66,20,962,160,305,0,1.3,0,59,4.1
"糕餅點心類","樣品基本資料","Q0100501","包餡甜麻糬(紅豆)","","","熟食,混合均勻打碎(糯米,糖,紅豆餡,水飴,馬鈴薯粉等)",NA,0.16,0.33,0,0.14,0,0.85,0.21,30,0,0,0,0.14,0,0.01,0.01,0,0,0,0,0,1.37,0,0,0,0,8,44,8,52,0,0.4,0,7,0.4
"穀物類","樣品基本資料","A0500202","粳米(台南11號)","蓬萊米,圓米","Short grain rice","生,白粳米,混合均勻磨碎",NA,0.11,0.11,0,0,0,0.01,0,67,0,0,0,0.09,0,0.02,0.06,0,0,0,0,0,0.12,0,0,0,0.74,14.6,2,4,71,0.007,1.1,0,13,0.2
"水果類","樣品平均值","D21004","芒果平均值(新興種)","檬果,檨仔,菴羅果","Mango","生鮮,新興種,去皮及心,切塊混合均勻打碎",24.9,1.4,1.42,0,0.03,579,0.02,0,14,0,97,966,0.05,0,0.04,0.2,13.9,0,0,0,0,1.46,0,0,0,0.84,25.1,1,10,147,0,0.3,0,12,0.2
"水果類","樣品基本資料","D2400307","蜜棗李(進口)","李子","Prune","生鮮,紅皮黃肉,去子,混合均勻打碎",3,0.24,0.24,0,0,0,0.04,0,13,0,0,0,0.02,0,0,0.07,3.1,0,0,0,0,0.28,0,0,0,0.22,0,0,6,174,0,0.1,0,6,0.2
"蛋類","樣品基本資料","K0112601","茶葉蛋白(浸泡隔夜)","","Hen's egg whiet: hard-boiled with salt and tea leaves","熟,以白煮蛋熱煮約2小時後(水1.5L,鹽45g,烏龍茶葉40g),以原煮液浸泡隔夜,取蛋白均質",38.9,0.01,0.01,0,0.01,0,0,0,15,0,0,0,0.01,0.05,0.28,0.05,0,0,0,0,0,0.01,0,0,0,0.11,0,555,12,117,0,0.5,0,11,0
"乳品類","樣品基本資料","L0217101","脫脂強化奶粉(抗氧化)","乳粉","Skimmed fortified milk powder: antioxidant","脫脂(<1.5%)強化奶粉,混合均勻(脫脂奶粉)",NA,6.16,6.16,0,0,0,0,0,857,899,899,2996,0.36,4.15,2.22,0.14,97.7,0,0,0,0,6.16,0,0,0,0.37,4.8,496,1080,1291,0,4.1,0,122,0
"堅果及種子類","樣品基本資料","C1605101","白芝麻(生)","","White seasame seed","生,混合均勻打碎",NA,0.55,2.73,0,0,0,21.77,0.39,723,0,0,0,0.9,0,0.17,0.7,0.6,0,0,0,0,22.71,0,0,0,5.24,78.9,39,64,461,0,3.7,0,378,6.8
"堅果及種子類","樣品基本資料","C1620101","黑芝麻粉","","Black sesame powder","熟,數包混合均勻",NA,0.09,2.57,0,0.12,0,24.11,0.3,627,0,0,0,0.24,0,0.21,0.56,0,0,0,0,0,24.62,0,0,0,6.06,94.8,3,1449,471,0,5.7,0,357,8.6
"飲料類","樣品基本資料","O0701601","奶茶(三合一)","","Milk tea","瓶裝,混合均勻(紅茶,牛奶,糖等)",NA,0.04,0.04,0,0,0,0,0,18,6,6,19,0.01,0,0.05,0.02,0,0,0,0,0,0.04,0,0,0,0.5,2,18,11,35,0,0.1,0,2,0.1
"飲料類","樣品基本資料","O0702501","茉莉花茶","","Jasmine tea drink","瓶裝,混合均勻(茉莉花,茶葉等)",NA,0,0,0,0,0,0,0,5,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.42,2,19,0,14,0,0,0,2,0.1
"調味料及香辛料類","樣品基本資料","P0400101","味精","","Monosodium glutamate","混合均勻(L-麩酸鈉)",NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11656,13,1,0,0.3,0,1,15.8
"堅果及種子類","樣品基本資料","C0805101","腰果(生)","","Cashew nuts: raw","生,混合均勻打碎",NA,0.35,0.85,0,0.3,2,3.52,0.1,552,0,0,3,0.64,0,0.13,0.39,0,0,0,0,0,4.26,0,0,0,1.29,81,11,45,647,0,5.9,0,253,6.6
"調味料及香辛料類","樣品基本資料","P1002601","甜麵醬","","","混合均勻(黃豆,鹽,糖,麵粉,米,香辛料等)",NA,0.41,1.31,0,1.25,0,2.71,0,99,0,0,0,0.01,0,0.21,0.05,0,0,0,0,0,4.37,0,0,0,0,10.2,1870,24,179,0,0.5,0,32,1.4
"調味料及香辛料類","樣品基本資料","P1003101","辣蒜蓉醬","","Garlic hot sauce","混合均勻打碎(蒜,辣椒,鹽,糖,香油等)",NA,2.61,2.89,51,0.21,1864,1.55,0.53,53,0,315,3150,0.05,0,0.13,0.5,0,0,0,0,0,4.9,0,0,0,1.24,37.3,5043,8,260,0,0.3,0,43,2.2
"調味料及香辛料類","樣品基本資料","P0100801","花椒粉","","","混合均勻打碎(川花椒)",NA,6.49,7.01,184,0.74,408,1.53,0,195,0,83,833,0.11,0,0.46,1.81,0,0,0,0,0,8.76,0,0,0,2.29,65.5,565,1320,1368,0,1.7,0,178,22.7
"堅果及種子類","樣品基本資料","C0310102","鹽酥夏威夷豆","夏威夷火山豆","Hawaii nut; Macadamia nut","熟,混合均勻打碎(夏威夷豆,鹽等)",NA,0.11,0.12,0,0.01,1,0.12,0.02,188,0,0,2,0.29,0,0.07,0.14,0,0,0,0,0,0.25,0,0,0,0.96,48.2,80,53,342,0,1.7,0,98,2.7
"調味料及香辛料類","樣品基本資料","P1000401","素肉燥","","","混合均勻打碎(麵粉,香菇,植物油等)",NA,1.71,3.19,0,0.51,0,11.52,2.4,89,0,0,0,0.07,0,0.08,0.1,0,0,0,0,0,16.14,0,0,0,1.25,18.7,1056,9,114,0,1.1,0,37,2.4
"調味料及香辛料類","樣品基本資料","P0201301","黃耆片","","","混合均勻打碎",NA,0,0,0,0,0,0,0,352,0,0,0,0.19,0,0.38,0.83,0,0,0,0,0,0,0,0,0,3.16,320.5,16,136,797,0,1.8,0,144,14.7
"調味料及香辛料類","樣品基本資料","P0200701","梅子粉","","","混合均勻(話梅,葡萄糖,防腐劑,香辛料等)",NA,0.03,0.09,0,0.05,0,0.33,0.04,25,0,0,0,0.01,0,0.04,0.04,0,0,0,0,0,0.45,0,0,0,0.51,13.9,10507,37,206,0,0.3,0,18,5
"加工調理食品及其他類","樣品基本資料","R0400101","肉粽","","","熟食,混合均勻打碎(豬肉,香菇,鴨蛋黃,花生等)",NA,0.32,0.33,0,0,0,0.14,0.01,76,23,23,77,0.06,0.2,0.16,0.15,0,0,0,0,0,0.47,0,0,0,2.1,21,343,8,106,0,1.3,0,21,1.3
"糕餅點心類","樣品基本資料","Q6100601","黑巧克力(85%)","","Chocolate","混合均勻打碎(可可漿,可可脂,可可粉,糖,乳化劑,香料等)",NA,0.6,1.35,0,0,22,7.39,0.08,409,0,4,37,0.16,0,0.16,0.31,0,0,0,0,0,8.07,0,0,0,1.37,19.7,5,86,1024,0,4,0,286,10.6
"加工調理食品及其他類","樣品基本資料","R9900101","生啤酒","","Draught beer; Draft beer","混合均勻",NA,0.07,0.08,0,0,0,0.09,0.02,28,0,0,0,0,0,0.04,0.07,0.2,0,0,0,0,0.18,0,0,0,0.9,0,2,1,43,0,0,0,10,0
